Profile Key 1,Profile Key 2,IDENT,D1,SIB,D2,D(3)
BF47-NA,BM47-NA,<10000,<10000,27310.3,<10000,<10000
BF47-NA,CM46-NA,<10000,14288.1,<10000,<10000,<10000
BF47-NA,CF47-NA,<10000,455557,47883.7,<10000,<10000
BF48-NA,BM48-NA,<10000,<10000,1.30847e+06,68040.3,<10000
BF48-NA,CM47-NA,<10000,45600,<10000,<10000,<10000
BM48-NA,CM48-NA,<10000,13470.9,<10000,<10000,<10000
BM48-NA,CF49-NA,<10000,11008.7,<10000,<10000,<10000
BF49-NA,BM49-NA,<10000,<10000,1.36485e+06,<10000,<10000
BF49-NA,CM48-NA,<10000,135536,45047.4,<10000,<10000
BF49-NA,CF49-NA,<10000,1.61859e+06,34080.7,15188.5,<10000
BM49-NA,CM49-NA,<10000,21109.5,<10000,<10000,<10000
BM49-NA,CF50-NA,<10000,21454.4,<10000,<10000,<10000
BF50-NA,CM49-NA,<10000,11034.3,<10000,<10000,<10000
BM50-NA,CF51-NA,<10000,3.75752e+06,1.92816e+06,33338,<10000
BF51-NA,BM51-NA,<10000,86267.9,83080.9,<10000,<10000
BF51-NA,CM50-NA,<10000,344554,22270.3,<10000,<10000
BF51-NA,CF51-NA,<10000,16945.1,<10000,<10000,<10000
BM51-NA,CF52-NA,<10000,20435.5,27225,<10000,<10000
BF52-NA,BM52-NA,<10000,504861,1.53608e+07,<10000,<10000
BF52-NA,CM51-NA,<10000,15203.8,<10000,<10000,<10000
BF53-NA,BM53-NA,<10000,<10000,278370,20137,<10000
BF53-NA,CM52-NA,<10000,1.6623e+06,29700,10138.7,<10000
BF53-NA,CF53-NA,<10000,2.08831e+06,77346.1,22144.1,<10000
BF53-NA,CM53-NA,<10000,23650.4,<10000,<10000,<10000
BM54-NA,CM54-NA,<10000,32356.6,<10000,<10000,<10000
BM54-NA,CF55-NA,<10000,41029,<10000,<10000,<10000
BF55-NA,CM54-NA,<10000,512596,828100,<10000,<10000
BF55-NA,CF55-NA,<10000,206117,12553.7,<10000,<10000
BM55-NA,CM55-NA,<10000,213055,<10000,<10000,<10000
BM55-NA,CF56-NA,<10000,42145.6,<10000,<10000,<10000
BF56-NA,CF21-NA,<10000,18212.6,<10000,<10000,<10000
BF56-NA,CF56-NA,<10000,55302,<10000,<10000,<10000
BM56-NA,CM56-NA,<10000,15340.8,<10000,<10000,<10000
BM56-NA,CF57-NA,<10000,120112,<10000,<10000,<10000
BF57-NA,BM57-NA,<10000,<10000,42771.4,<10000,<10000
BF57-NA,CM56-NA,<10000,111110,<10000,<10000,<10000
BF57-NA,CF57-NA,<10000,40448.8,<10000,<10000,<10000
BM57-NA,CM57-NA,<10000,137659,29930.8,<10000,<10000
BM57-NA,CF58-NA,<10000,26836.7,<10000,<10000,<10000
BM58-NA,CM58-NA,<10000,15029.6,<10000,<10000,<10000
BF59-NA,CM58-NA,<10000,217422,70673.3,<10000,<10000
BF59-NA,CF59-NA,<10000,245166,16051.8,<10000,<10000
BM59-NA,CF60-NA,<10000,464584,<10000,<10000,<10000
BF60-NA,CM59-NA,<10000,679103,206067,<10000,<10000
BF60-NA,CF60-NA,<10000,71349.2,<10000,<10000,<10000
BM60-NA,CM60-NA,<10000,25265.7,<10000,<10000,<10000
BM60-NA,CF61-NA,<10000,124077,20145.9,<10000,<10000
BF61-NA,BM61-NA,<10000,282675,257449,<10000,<10000
BF61-NA,CM60-NA,<10000,27126.8,<10000,<10000,<10000
BF61-NA,CF61-NA,<10000,15031.9,<10000,<10000,<10000
BF62-NA,CM61-NA,<10000,170494,108295,<10000,<10000
BF62-NA,CF62-NA,<10000,396309,225804,<10000,<10000
BM62-NA,CM62-NA,<10000,52720.6,<10000,<10000,<10000
BM62-NA,CF63-NA,<10000,112664,17674.4,<10000,<10000
BF63-NA,CM62-NA,<10000,83267,<10000,<10000,<10000
BF63-NA,CF63-NA,<10000,68578.5,<10000,<10000,<10000
BM63-NA,CM63-NA,<10000,178287,21413,<10000,<10000
BM63-NA,CF64-NA,<10000,243632,133476,<10000,<10000
BF64-NA,CM63-NA,<10000,231624,<10000,<10000,<10000
BF64-NA,CF64-NA,<10000,89736.8,<10000,<10000,<10000
BF65-NA,BM65-NA,<10000,<10000,3.30676e+07,42809.6,<10000
BF65-NA,CM64-NA,<10000,172651,<10000,<10000,<10000
BF65-NA,CF65-NA,<10000,1.18523e+06,256823,19363.5,<10000
BF65-NA,CM65-NA,<10000,<10000,28632,<10000,<10000
BM65-NA,CM65-NA,<10000,2.40718e+06,108640,23886.8,<10000
BM65-NA,CF66-NA,<10000,576587,1.32341e+06,<10000,<10000
BF66-NA,CM65-NA,<10000,183125,<10000,<10000,<10000
BF66-NA,CF66-NA,<10000,3.39621e+06,43596.1,55298.2,<10000
BM66-NA,CM66-NA,<10000,12639.3,<10000,<10000,<10000
BM66-NA,CF67-NA,<10000,4.10281e+06,264692,62600.7,<10000
BF67-NA,CM66-NA,<10000,229330,11152.2,<10000,<10000
BF67-NA,CF67-NA,<10000,152630,<10000,<10000,<10000
BM67-NA,CM67-NA,<10000,45826.4,<10000,<10000,<10000
BM67-NA,CF68-NA,<10000,62041.8,<10000,<10000,<10000
BF68-NA,BM68-NA,<10000,<10000,2.14203e+07,10582.3,<10000
BF68-NA,CM67-NA,<10000,783305,274409,<10000,<10000
BF68-NA,CF68-NA,<10000,272386,13988.4,<10000,<10000
BM68-NA,CM67-NA,<10000,74277.9,15450.3,<10000,<10000
BM68-NA,CM68-NA,<10000,71262,<10000,<10000,<10000
BM68-NA,CF69-NA,<10000,51571.1,<10000,<10000,<10000
BF69-NA,BM69-NA,<10000,6.84242e+07,8.26884e+08,256044,<10000
BF69-NA,CM68-NA,<10000,975118,105790,14848.8,<10000
BF69-NA,CF69-NA,<10000,23632,<10000,<10000,<10000
BM69-NA,CF70-NA,<10000,97257.8,<10000,<10000,<10000
BF70-NA,BM70-NA,<10000,219949,1.32645e+06,<10000,<10000
BM70-NA,CM70-NA,<10000,17565.4,<10000,<10000,<10000
BM70-NA,CF71-NA,<10000,31394.5,<10000,<10000,<10000
BF71-NA,BM71-NA,<10000,<10000,1.16976e+06,<10000,<10000
BF71-NA,CM70-NA,<10000,3.72622e+06,5.89029e+06,30392,<10000
BF71-NA,CF71-NA,<10000,142190,18339.9,<10000,<10000
BM71-NA,CM71-NA,<10000,12338.2,<10000,<10000,<10000
BM71-NA,CF72-NA,<10000,31973.5,<10000,<10000,<10000
BF72-NA,BM72-NA,<10000,<10000,38802.7,<10000,<10000
BF72-NA,CM71-NA,<10000,19682.3,104326,<10000,<10000
BF72-NA,CF72-NA,<10000,48435.5,<10000,<10000,<10000
BM72-NA,CM72-NA,<10000,391638,56662.3,<10000,<10000
BM73-NA,CM73-NA,<10000,1.69597e+06,331468,14550.4,<10000
BM73-NA,CF74-NA,<10000,2.10642e+06,<10000,20422.2,<10000
BF74-NA,BM74-NA,<10000,<10000,92374.1,<10000,<10000
BF74-NA,CM73-NA,<10000,22667.2,<10000,<10000,<10000
BM74-NA,CM74-NA,<10000,5.08949e+06,3.1697e+06,30536.8,<10000
BM74-NA,CF75-NA,<10000,1.92618e+07,6.13888e+07,102977,<10000
BF75-NA,CM74-NA,<10000,2.18472e+06,2.1093e+06,11556.3,<10000
BF75-NA,CF75-NA,<10000,2.72383e+06,35020,11967.3,<10000
BM75-NA,CM75-NA,<10000,400865,<10000,<10000,<10000
BM75-NA,CF76-NA,<10000,116950,<10000,<10000,<10000
BF76-NA,BM76-NA,<10000,<10000,77104.5,<10000,<10000
BF76-NA,CM75-NA,<10000,7.56e+06,149146,50262.9,<10000
BF76-NA,CF76-NA,<10000,4.76058e+06,71890.4,48344.8,<10000
BM76-NA,CM76-NA,<10000,1.64764e+06,1.8413e+06,21085.1,<10000
BM76-NA,CF77-NA,<10000,352172,<10000,<10000,<10000
BF77-NA,BM77-NA,<10000,<10000,35690.6,<10000,<10000
BF77-NA,CF77-NA,<10000,173522,<10000,<10000,<10000
BM77-NA,CM77-NA,<10000,55478.8,<10000,<10000,<10000
BM77-NA,CF78-NA,<10000,3.20675e+06,31645.8,31975.9,<10000
BF78-NA,BM78-NA,<10000,<10000,27252.1,<10000,<10000
BF78-NA,CM77-NA,<10000,59743.4,<10000,<10000,<10000
BF78-NA,CF78-NA,<10000,14151.7,<10000,<10000,<10000
BM78-NA,CM78-NA,<10000,33030.2,<10000,<10000,<10000
BF79-NA,BM79-NA,<10000,<10000,3.31432e+06,<10000,<10000
BF79-NA,CM78-NA,<10000,82531.5,<10000,<10000,<10000
BF79-NA,CF79-NA,<10000,96276.8,265702,<10000,<10000
BM79-NA,CF79-NA,<10000,13952.8,<10000,<10000,<10000
BM79-NA,CM79-NA,<10000,394566,<10000,<10000,<10000
BM79-NA,CF80-NA,<10000,411420,<10000,<10000,<10000
BF80-NA,BM80-NA,<10000,<10000,11590,<10000,<10000
BF80-NA,CM79-NA,<10000,100778,<10000,<10000,<10000
BF80-NA,CF80-NA,<10000,3.86858e+06,19201.3,25252.4,<10000
BM80-NA,CM80-NA,<10000,38134.6,<10000,<10000,<10000
BM80-NA,CF81-NA,<10000,2.27998e+06,1.39872e+06,15022.3,<10000
BF81-NA,BM81-NA,<10000,36906.7,35226.9,<10000,<10000
BF81-NA,CM80-NA,<10000,106009,<10000,<10000,<10000
BF81-NA,CF81-NA,<10000,601256,120303,<10000,<10000
BM81-NA,CF82-NA,<10000,22982,<10000,<10000,<10000
BF82-NA,BM82-NA,<10000,<10000,23413.2,<10000,<10000
BF82-NA,CM81-NA,<10000,836575,165814,<10000,<10000
BF82-NA,CF82-NA,<10000,4.19275e+07,6.33936e+06,171941,<10000
BM82-NA,CM82-NA,<10000,614259,<10000,<10000,<10000
BM82-NA,CF83-NA,<10000,180053,<10000,<10000,<10000
BF83-NA,CM82-NA,<10000,86650.1,<10000,<10000,<10000
BM83-NA,CF84-NA,<10000,102743,136391,<10000,<10000
BF84-NA,BM84-NA,<10000,<10000,1.84173e+06,<10000,<10000
BF84-NA,CM83-NA,<10000,430516,97420.8,<10000,<10000
BF84-NA,CF84-NA,<10000,21490.2,<10000,<10000,<10000
BM84-NA,CF85-NA,<10000,367093,<10000,<10000,<10000
BF85-NA,BM85-NA,<10000,<10000,4.40876e+07,27997.9,<10000
BF85-NA,CM84-NA,<10000,140906,<10000,<10000,<10000
BF85-NA,CF85-NA,<10000,819264,<10000,<10000,<10000
BM85-NA,CM85-NA,<10000,151368,40975.9,<10000,<10000
BM85-NA,CF86-NA,<10000,460177,19542.2,<10000,<10000
BF86-NA,BM86-NA,<10000,<10000,49746.5,<10000,<10000
BF86-NA,CM85-NA,<10000,63705.6,<10000,<10000,<10000
BF86-NA,CF86-NA,<10000,73214.6,<10000,<10000,<10000
BM86-NA,CF87-NA,<10000,47864.4,<10000,<10000,<10000
BF87-NA,CM86-NA,<10000,93234.6,<10000,<10000,<10000
BF87-NA,CF87-NA,<10000,272925,<10000,<10000,<10000
BM87-NA,CM87-NA,<10000,109559,15316.1,<10000,<10000
BF88-NA,CF88-NA,<10000,32994.8,15340.9,<10000,<10000
BM88-NA,CF89-NA,<10000,212007,<10000,<10000,<10000
BF89-NA,BM89-NA,<10000,<10000,2.96631e+07,165802,<10000
BF89-NA,CM88-NA,<10000,786407,<10000,<10000,<10000
BF89-NA,CF89-NA,<10000,1.64848e+06,95014.7,14056.6,<10000
BM89-NA,CM89-NA,<10000,94591.9,<10000,<10000,<10000
BM89-NA,CF90-NA,<10000,1.43734e+06,<10000,<10000,<10000
BF90-NA,CM89-NA,<10000,11717.2,<10000,<10000,<10000
BF90-NA,CF90-NA,<10000,89276.5,<10000,<10000,<10000
BM90-NA,CM90-NA,<10000,153657,<10000,<10000,<10000
BM90-NA,CF91-NA,<10000,109646,<10000,<10000,<10000
BF91-NA,CM90-NA,<10000,5.8845e+06,5.9612e+06,23507.7,<10000
BF91-NA,CF91-NA,<10000,1.66269e+06,191528,<10000,<10000
BM91-NA,CM91-NA,<10000,20171,<10000,<10000,<10000
BM91-NA,CF92-NA,<10000,14266.8,<10000,<10000,<10000
BF92-NA,BM92-NA,<10000,<10000,443046,<10000,<10000
BF92-NA,CM91-NA,<10000,70194.4,<10000,<10000,<10000
BF92-NA,CF92-NA,<10000,81714.8,23733.4,<10000,<10000
BM92-NA,CM92-NA,<10000,50488.5,<10000,<10000,<10000
BM92-NA,CF93-NA,<10000,440413,126884,<10000,<10000
BF93-NA,BM93-NA,<10000,<10000,13662.2,<10000,<10000
BF93-NA,CM92-NA,<10000,880171,69010.2,<10000,<10000
BF93-NA,CF93-NA,<10000,101369,<10000,<10000,<10000
BM93-NA,CM93-NA,<10000,58984.6,13869,<10000,<10000
BF94-NA,CF94-NA,<10000,258586,32327.8,<10000,<10000
BM94-NA,CM94-NA,<10000,144072,11731.1,<10000,<10000
BM94-NA,CF95-NA,<10000,38911.8,<10000,<10000,<10000
BF95-NA,CM94-NA,<10000,18132.1,<10000,<10000,<10000
BF95-NA,CF95-NA,<10000,17290.2,<10000,<10000,<10000
BM95-NA,CM95-NA,<10000,417001,58511.4,<10000,<10000
BM95-NA,CF96-NA,<10000,306024,22438.3,<10000,<10000
BF96-NA,CM95-NA,<10000,268029,10641.1,<10000,<10000
BF96-NA,CF96-NA,<10000,793551,191081,<10000,<10000
BM96-NA,CM96-NA,<10000,133030,<10000,<10000,<10000
BM96-NA,CF97-NA,<10000,41200,<10000,<10000,<10000
BM97-NA,CM97-NA,<10000,115058,<10000,<10000,<10000
BM97-NA,CF98-NA,<10000,393560,78273.4,<10000,<10000
BF98-NA,CM97-NA,<10000,179698,31469.4,<10000,<10000
BF98-NA,CF98-NA,<10000,12082,<10000,<10000,<10000
BM98-NA,CM98-NA,<10000,53721.1,<10000,<10000,<10000
BM98-NA,CF99-NA,<10000,1.23931e+06,393333,<10000,<10000
BF99-NA,BM99-NA,<10000,<10000,36237.4,<10000,<10000
BM99-NA,CF100-NA,<10000,16528.3,<10000,<10000,<10000
BF100-NA,BM100-NA,<10000,<10000,18683.2,<10000,<10000
BF100-NA,CM99-NA,<10000,1.96964e+06,71125.2,13917.1,<10000
BF100-NA,CF100-NA,<10000,27617.6,<10000,<10000,<10000
BM100-NA,CM100-NA,<10000,7.74288e+07,389334,281350,<10000
BM100-NA,CF101-NA,<10000,2.38483e+08,3.38433e+07,1.29646e+06,17757.2
BF101-NA,CM100-NA,<10000,479978,242828,<10000,<10000
BF101-NA,CF101-NA,<10000,1.54017e+06,35286.2,17956.5,<10000
BM101-NA,CM101-NA,<10000,565085,<10000,<10000,<10000
BF102-NA,CM101-NA,<10000,5.30042e+06,69853.6,44658.3,<10000
BF102-NA,CF102-NA,<10000,114919,<10000,<10000,<10000
BM102-NA,CM102-NA,<10000,34369.9,<10000,<10000,<10000
BM102-NA,CF103-NA,<10000,234553,<10000,<10000,<10000
BF103-NA,BM103-NA,<10000,<10000,49585.6,<10000,<10000
BF103-NA,CM102-NA,<10000,20445.9,<10000,<10000,<10000
BM103-NA,CM103-NA,<10000,481913,74225.8,<10000,<10000
BM103-NA,CF104-NA,<10000,1.36802e+06,16629.8,<10000,<10000
BF104-NA,BM104-NA,<10000,<10000,36788.7,<10000,<10000
BF104-NA,CM103-NA,<10000,26712.7,<10000,<10000,<10000
BF104-NA,CF104-NA,<10000,122612,<10000,<10000,<10000
BM104-NA,CM104-NA,<10000,57708.6,<10000,<10000,<10000
BM104-NA,CF105-NA,<10000,15451.8,<10000,<10000,<10000
BF105-NA,CM104-NA,<10000,8.02399e+06,547482,29243.9,<10000
BF105-NA,CF105-NA,<10000,1.27919e+06,614891,18769.8,<10000
BM105-NA,CM105-NA,<10000,1.26046e+06,36861.3,15353.9,<10000
BM105-NA,CF106-NA,<10000,30522.9,<10000,<10000,<10000
BF106-NA,CF106-NA,<10000,34199.4,<10000,<10000,<10000
BM106-NA,CM106-NA,<10000,41301.5,<10000,<10000,<10000
BF107-NA,BM107-NA,<10000,1.93417e+07,2.05731e+08,91097.1,<10000
BF107-NA,CM106-NA,<10000,96798.9,<10000,<10000,<10000
BF107-NA,CF107-NA,<10000,1.07789e+06,100193,10029.6,<10000
BM107-NA,CM107-NA,<10000,56420.8,<10000,<10000,<10000
BM107-NA,CF108-NA,<10000,241703,<10000,<10000,<10000
BF108-NA,CM107-NA,<10000,17793.2,<10000,<10000,<10000
BF108-NA,CF108-NA,<10000,523556,13897.6,<10000,<10000
BM108-NA,CM108-NA,<10000,1.55551e+06,<10000,14456,<10000
BM108-NA,CF109-NA,<10000,3.91967e+06,2.79299e+06,21878.4,<10000
BF109-NA,BM109-NA,<10000,<10000,1.20746e+06,<10000,<10000
BF109-NA,CM108-NA,<10000,13965.5,<10000,<10000,<10000
BF109-NA,CF109-NA,<10000,21432.3,<10000,<10000,<10000
BM109-NA,CM109-NA,<10000,106469,22900.2,<10000,<10000
BM109-NA,CF110-NA,<10000,576705,21445.9,<10000,<10000
BF110-NA,BM110-NA,<10000,<10000,12441.5,<10000,<10000
BF110-NA,CM109-NA,<10000,1.29586e+06,31002.3,13823.3,<10000
BF110-NA,CF110-NA,<10000,64064.7,<10000,<10000,<10000
BM110-NA,CM110-NA,<10000,62278.3,<10000,<10000,<10000
BM110-NA,CF111-NA,<10000,167668,29230.1,<10000,<10000
BF111-NA,BM111-NA,<10000,1.23018e+06,331258,<10000,<10000
BM111-NA,CM111-NA,<10000,93249.2,<10000,<10000,<10000
BM111-NA,CF112-NA,<10000,14730.3,<10000,<10000,<10000
BF112-NA,BM112-NA,<10000,6.221e+06,3.26884e+08,26764.4,<10000
BF112-NA,CM111-NA,<10000,54351.7,<10000,<10000,<10000
BF112-NA,CF112-NA,<10000,917013,44979.4,<10000,<10000
BF113-NA,BM113-NA,<10000,<10000,571488,13851.3,<10000
BF113-NA,CM112-NA,<10000,109079,<10000,<10000,<10000
BF113-NA,CF113-NA,<10000,498364,<10000,<10000,<10000
BM113-NA,CM113-NA,<10000,2.12547e+06,<10000,20817.1,<10000
BM113-NA,CF114-NA,<10000,39249.2,<10000,<10000,<10000
BF114-NA,BM114-NA,<10000,<10000,1.3108e+06,22067.4,<10000
BF114-NA,CM113-NA,<10000,1.29105e+06,130476,10044.8,<10000
BF114-NA,CF114-NA,<10000,13145.9,<10000,<10000,<10000
BM114-NA,CM114-NA,<10000,645095,<10000,<10000,<10000
BM114-NA,CF115-NA,<10000,1.32891e+06,445658,12282.9,<10000
BF115-NA,BM115-NA,<10000,55037.8,248046,<10000,<10000
BF115-NA,CM114-NA,<10000,22540.1,<10000,<10000,<10000
BM115-NA,CF116-NA,<10000,357542,<10000,<10000,<10000
BM116-NA,CM116-NA,<10000,1.18335e+06,48994.1,10652.2,<10000
BM116-NA,CF117-NA,<10000,39592.7,16979.6,<10000,<10000
BF117-NA,CM116-NA,<10000,13094.4,<10000,<10000,<10000
BF117-NA,CF117-NA,<10000,33252.3,<10000,<10000,<10000
BM117-NA,CM117-NA,<10000,89247.9,<10000,<10000,<10000
BM117-NA,CF118-NA,<10000,1.39033e+06,1.58283e+06,<10000,<10000
BF118-NA,CM117-NA,<10000,238423,163958,<10000,<10000
BF118-NA,CF118-NA,<10000,12305.4,<10000,<10000,<10000
BM118-NA,CM118-NA,<10000,50402.5,<10000,<10000,<10000
BM118-NA,CF119-NA,<10000,914210,<10000,<10000,<10000
BF119-NA,BM119-NA,<10000,245739,1.0103e+06,<10000,<10000
BF119-NA,CM118-NA,<10000,17121.8,<10000,<10000,<10000
BF119-NA,CF119-NA,<10000,27040.5,<10000,<10000,<10000
BM119-NA,CM119-NA,<10000,33855.4,<10000,<10000,<10000
BM119-NA,CF120-NA,<10000,15936.4,<10000,<10000,<10000
BF120-NA,BM120-NA,<10000,<10000,39081,<10000,<10000
BF120-NA,CF120-NA,<10000,10494.9,<10000,<10000,<10000
BM120-NA,CM120-NA,<10000,44822.7,<10000,<10000,<10000
BM120-NA,CF121-NA,<10000,936820,699321,<10000,<10000
BF121-NA,CM120-NA,<10000,187609,24972.5,<10000,<10000
BF121-NA,CF121-NA,<10000,12954.7,<10000,<10000,<10000
BM121-NA,CM121-NA,<10000,126459,<10000,<10000,<10000
BM121-NA,CF122-NA,<10000,68507.2,25629,<10000,<10000
BF122-NA,BM122-NA,<10000,<10000,22332,<10000,<10000
BF122-NA,CM121-NA,<10000,342645,39758.7,<10000,<10000
BF122-NA,CF122-NA,<10000,116242,<10000,<10000,<10000
BM122-NA,CM122-NA,<10000,20212,<10000,<10000,<10000
BM122-NA,CF123-NA,<10000,1.06255e+06,89403.9,13455.3,<10000
BF123-NA,BM123-NA,<10000,<10000,28854.3,<10000,<10000
BF123-NA,CM122-NA,<10000,769930,254459,<10000,<10000
BF123-NA,CF123-NA,<10000,25808.6,<10000,<10000,<10000
BM123-NA,CM123-NA,<10000,69472.5,<10000,<10000,<10000
BM123-NA,CF124-NA,<10000,14478,<10000,<10000,<10000
BF124-NA,CM123-NA,<10000,534064,21729.1,<10000,<10000
BF124-NA,CF124-NA,<10000,1.21893e+07,411363,59294.7,<10000
BM124-NA,CM124-NA,<10000,61775.2,<10000,<10000,<10000
BM124-NA,CF125-NA,<10000,2.45286e+06,39676.6,14227.1,<10000
BM125-NA,CM125-NA,<10000,66528.9,<10000,<10000,<10000
BM125-NA,CF126-NA,<10000,69051.2,<10000,<10000,<10000
BF126-NA,BM126-NA,<10000,2.44804e+06,3.81163e+07,40093.4,<10000
BF126-NA,CM125-NA,<10000,48250.4,<10000,<10000,<10000
BF126-NA,CF126-NA,<10000,20753.7,<10000,<10000,<10000
BM126-NA,CM126-NA,<10000,7.62862e+06,78847.8,86274.5,<10000
BM126-NA,CF127-NA,<10000,1.38648e+10,1.46379e+09,1.49947e+07,62361.1
BF127-NA,BM127-NA,<10000,<10000,210220,<10000,<10000
BM127-NA,CM127-NA,<10000,20519.9,<10000,<10000,<10000
BF128-NA,BM128-NA,<10000,<10000,1.73545e+06,<10000,<10000
BF128-NA,CM127-NA,<10000,300913,120307,<10000,<10000
BF128-NA,CF128-NA,<10000,21963.2,<10000,<10000,<10000
BM128-NA,CM128-NA,<10000,1.8598e+06,499382,10645,<10000
BM128-NA,CF129-NA,<10000,48549.4,<10000,<10000,<10000
BF129-NA,BM129-NA,<10000,<10000,298628,<10000,<10000
BF129-NA,CM128-NA,<10000,245946,<10000,<10000,<10000
BF129-NA,CF129-NA,<10000,277441,28543.5,<10000,<10000
BM129-NA,CF130-NA,<10000,147644,<10000,<10000,<10000
BF130-NA,BM130-NA,<10000,<10000,787317,<10000,<10000
BF130-NA,CM129-NA,<10000,23675,<10000,<10000,<10000
BF130-NA,CF130-NA,<10000,268580,<10000,<10000,<10000
BM130-NA,CM130-NA,<10000,1.76095e+06,<10000,15264,<10000
BM130-NA,CF131-NA,<10000,2.11131e+06,45625.4,15499.8,<10000
BF131-NA,CM130-NA,<10000,1.03402e+06,<10000,<10000,<10000
BF131-NA,CF131-NA,<10000,254232,<10000,<10000,<10000
BM131-NA,CM131-NA,<10000,190481,14475.3,<10000,<10000
BM131-NA,CF132-NA,<10000,311739,101147,<10000,<10000
BF132-NA,BM132-NA,<10000,<10000,1.36475e+06,<10000,<10000
BF132-NA,CM131-NA,<10000,1.65523e+06,77020.8,12829.3,<10000
BF132-NA,CF132-NA,<10000,191124,<10000,<10000,<10000
BM132-NA,CM132-NA,<10000,18060.8,<10000,<10000,<10000
BM132-NA,CF133-NA,<10000,13690.3,<10000,<10000,<10000
BF133-NA,BM133-NA,<10000,<10000,144890,<10000,<10000
BF133-NA,CM132-NA,<10000,107525,64684.5,<10000,<10000
BF133-NA,CF133-NA,<10000,38401.8,29243,<10000,<10000
BM133-NA,CM133-NA,<10000,119953,14185.7,<10000,<10000
BM133-NA,CF134-NA,<10000,549466,30141.7,<10000,<10000
BF134-NA,BM134-NA,<10000,<10000,258066,<10000,<10000
BM134-NA,CF135-NA,<10000,16291.5,<10000,<10000,<10000
BF135-NA,BM135-NA,<10000,184014,23036.6,<10000,<10000
BF135-NA,CM134-NA,<10000,258987,<10000,<10000,<10000
BF135-NA,CF135-NA,<10000,1.58434e+07,945133,165701,<10000
BM135-NA,CM135-NA,<10000,199183,<10000,<10000,<10000
BF136-NA,BM136-NA,<10000,<10000,14689.4,<10000,<10000
BF136-NA,CM127-NA,<10000,10768.2,<10000,<10000,<10000
BF136-NA,CM135-NA,<10000,656608,13228.4,<10000,<10000
BF136-NA,CF136-NA,<10000,27499.1,<10000,<10000,<10000
BF136-NA,CM151-NA,<10000,41959.5,<10000,<10000,<10000
BM136-NA,CM136-NA,<10000,277890,30066.9,<10000,<10000
BF137-NA,BM137-NA,<10000,<10000,2.02205e+06,<10000,<10000
BF137-NA,CM136-NA,<10000,276652,<10000,<10000,<10000
BM137-NA,CM137-NA,<10000,454602,<10000,<10000,<10000
BM137-NA,CF138-NA,<10000,41453.9,<10000,<10000,<10000
BF138-NA,BM138-NA,<10000,1.83041e+06,1.48004e+08,<10000,<10000
BF138-NA,CM137-NA,<10000,1.26313e+06,75750.4,<10000,<10000
BF138-NA,CF138-NA,<10000,189718,42623.6,<10000,<10000
BM138-NA,CF139-NA,<10000,48676.2,<10000,<10000,<10000
BF139-NA,BM139-NA,<10000,<10000,31138.4,<10000,<10000
BF139-NA,CF139-NA,<10000,68044.8,<10000,<10000,<10000
BM139-NA,CM139-NA,<10000,38431.9,26260.9,<10000,<10000
BM139-NA,CF140-NA,<10000,1.46233e+06,219272,12887,<10000
BF140-NA,CM139-NA,<10000,41612.7,<10000,<10000,<10000
BF140-NA,CF140-NA,<10000,18684.4,23924.5,<10000,<10000
BM140-NA,CM140-NA,<10000,1.51014e+06,6.71115e+06,<10000,<10000
BM140-NA,CF141-NA,<10000,274088,137205,<10000,<10000
BF141-NA,CM140-NA,<10000,67815.3,<10000,<10000,<10000
BF141-NA,CF141-NA,<10000,111748,<10000,<10000,<10000
BM141-NA,CM141-NA,<10000,98869.1,<10000,<10000,<10000
BM141-NA,CF142-NA,<10000,478705,12036.3,<10000,<10000
BF142-NA,BM142-NA,<10000,655767,120031,<10000,<10000
BF142-NA,CM141-NA,<10000,1.14733e+06,25815.8,17056.6,<10000
BF142-NA,CF142-NA,<10000,1.0078e+06,36183.1,11871.5,<10000
BM142-NA,CM142-NA,<10000,17606.6,<10000,<10000,<10000
BM142-NA,CF143-NA,<10000,55599.9,<10000,<10000,<10000
BF143-NA,BM143-NA,<10000,<10000,110185,<10000,<10000
BF143-NA,CM142-NA,<10000,1.33437e+06,1.67744e+06,10644.2,<10000
BF143-NA,CF143-NA,<10000,136194,<10000,<10000,<10000
BM143-NA,CM143-NA,<10000,74759.8,<10000,<10000,<10000
BM143-NA,CF144-NA,<10000,1.00671e+07,319422,58077.4,<10000
BF144-NA,CM143-NA,<10000,650902,17827.9,<10000,<10000
BF144-NA,CF144-NA,<10000,55420.5,<10000,<10000,<10000
BM144-NA,CM144-NA,<10000,738224,<10000,<10000,<10000
BM144-NA,CF145-NA,<10000,26927.6,<10000,<10000,<10000
BF145-NA,BM145-NA,<10000,7.69437e+06,4.73188e+06,46195.8,<10000
BF145-NA,CM144-NA,<10000,2.42147e+07,9.41337e+06,136503,<10000
BF145-NA,CF145-NA,<10000,27453.8,<10000,<10000,<10000
BM145-NA,CM145-NA,<10000,24441.5,<10000,<10000,<10000
BM145-NA,CF146-NA,<10000,1.01182e+06,11803,<10000,<10000
BF146-NA,BM146-NA,<10000,<10000,22395.9,<10000,<10000
BM146-NA,CF100-NA,<10000,23043.1,<10000,<10000,<10000
BM146-NA,CM146-NA,<10000,82903.8,<10000,<10000,<10000
BM146-NA,CF147-NA,<10000,121912,11874.6,<10000,<10000
BF147-NA,CM146-NA,<10000,40582.8,<10000,<10000,<10000
